# type: 0 = SIMON , 1 = Brick, 
# SIMON
0	100	300	1

# GROUND 
# --- platform (hint: I created the list using Excel!) ----
#ground
1	0	415	-1	500	50
#left wall
1	60	0	-1	1	1000
#right wall
1	450	0	75	-1	1000
#highest ground
1	0	228	-1	310	1
#high 1 ground
1	350	288	-1	70	1

#Hidden Object
type	x	y	ani	width	height	type_hidden	height(stair)	SIMON_X
#stair 1 begin
999	210	390	-1	50	20	2	165	206	1
#stair 2 begin
999	130	200	-1	50	20	2	165	140	1

#stair end
#999	330	230	-1	50	10	3	200	1


#===============ENEMY====================
#Knight
3	100	100	9	100	250
#Bat
4	70	150	10	32	32


# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	1000	345	0	380	150	2

[TILEMAP]
C:\Users\Admin\Desktop\GAME\CastleVania\Resources\maps\scene2_map.txt	C:\Users\Admin\Desktop\GAME\CastleVania\Resources\maps\scene2_map.png
[GRID]
136	12	10
