5	10017	0

#attack left
6	10018	100	10019	100	10020	100
#attack right
7	10021	100	10022	100	10023	100
#sitting left
8	10016	100
#sitting right
9	10017	100

#sitting attack left
10	10024	100	10025	150	10026	100
#sitting attack right
11	10027	100	10028	100	10029	100

#climb up right
12	10030	100	10031	100
#idle on stair up right
13	10030	100
#climb up left
14	10032	100	10033	100
#climb up left Idle
15	10032	100
#climb down right
16	10034	100	10035	100
#climb down right idle
17	10035	100
#climb down right
18	10036	100	10037	100
#climb down right idle
19	10036	100
#up stair attack right
20	10044	100	10045	100	10046	100
#up stair attack left
21	10047	100	10048	100	10049	100
#down stair attack right
22	10038	100	10039	100	10040	100
#down stair attack left
23	10041	100	10042	100	10043	100

#hurting
24	10050	100

#die
99	10099	100

#--------------------------WEAPON--------------------------------
#=============MorningStar===================
#=======LV0========
#left
50	400	100	401	100	402	100
#right	
51	403	100	404	100	405	100
#========LV1=============
#left
52	406	100	407	100	408	100
#right
53	409	100	410	100	411	100

#==========LV2==========
#left
54	412	100	413	100	414	100
#right
55	415	100	416	100	417	100
#=============SWORD==============
#left
56	420	100
#right
57	421	100
#============BLUE=================
58	422	100	423	100	424	100
#59
#===========AXE=================
60	425	100	426	100	427	100	428	100
#===========BOOMERANG============
61	429	100	430	100	431	100

#--------------------------END WEAPON--------------------------------
#==================BACKGROUND ITEM ===============

#===============candle==============
301	3002	100	3003	100
#===============torch===================

300	3000	200	3001	200

#===============elevator============

302	20002	100

#==================EXTRA=================
#burning
70	500	150	501	150	502	150

#=================ITEMS==================
#Morning Star Upgrade
80	600	100
#lARge Heart
81	601	100
# Sword
82	602	100
#Axe
83	603	100
#Chicken
84	604	100
# Boomerang
85	605	100
# Blue
86	606	100
# II
87	607	100


# ======== BRICK ========= START: 6x
999	20001	100

# ========= ENEMY =============

#Knight
#left
90	700	150	701	150	702	150	703	150
#right
91	704	150	705	150	706	150	707	150

#Bat
#stand
92	708	100
#left
93	709	150	710	150	711	150
#right
94	712	150	713	150	714	150

#========================================================================================================
#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SIMON
1	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
# BRICK 
2	999
# TORCH
3	300
# MORNINGSTAR
4	50	51	52	53	54	55
# MORNINGSTAR UPGRADE
5	80
#BURNING
6	70
# LARGE HEART
7	81
# SWORD
8	82	56	57
# KNIGHT
9	90	91
#BAT
10	92	93	94
#CANDLE
11	301
# AXE
12	83	60	60
# CHICKEN
13	84
# BOOMERANG
14	85	61	61
# BLUE
15	86	58	58
# II
16	87
# Elevator
17	302
[CONFIG]
# stage	time
3	300
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = SIMON , 1 = Brick, 
# SIMON
0	750	380	1

# GROUND 
# --- platform (hint: I created the list using Excel!) ----
#ground
#1
1	900	290	-1	70	33
1	700	230	-1	200	33
1	634	358	-1	66	33
1	568	292	-1	66	33
1	380	230	-1	190	33
1	188	230	-1	126	33
1	124	294	-1	63	33
1	0	230	-1	63	33
#elevator
6	100	230	17	64	16

#wall
1	960	100	-1	1	500
#candle

5	150	100	11	2
5	285	100	11	2
5	410	100	11	2
5	540	100	11	2
5	660	100	11	2
5	820	100	11	2

#Hidden Object
#type	x	y	ani	width	height	type_hidden	height(stair)	SIMON_X	direction
#stair 1 end
999	900	220	-1	50	10	2	165	332	1

#===============ENEMY====================
#Knight
3	190	150	9	2	190	290
3	640	292	9	2	640	670

#Bat
#4	70	150	10	2	32	32
4	670	100	10	2   32  32



# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
99	0	130	0	50	230	4

[TILEMAP]
C:\Users\Admin\Desktop\GAME\CastleVania\Resources\maps\scene3_map.txt	C:\Users\Admin\Desktop\GAME\CastleVania\Resources\maps\scene3_map.png
[GRID]
136	12	10
